Date,Last Price,Volume,SMAVG (15)
4/3/2017,108.09,8391448,9739488
3/31/2017,107.83,9002786,10254654
3/30/2017,108.85,10592470,9929183
3/29/2017,109.51,8788720,9524594
3/28/2017,107.8,6472004,9409794
3/27/2017,108.08,7709376,9310673
3/24/2017,108.04,7578379,9216093
3/23/2017,108.25,13410771,9132264
3/22/2017,106.09,7153035,8770413
3/21/2017,105.09,13877719,8982334
3/20/2017,107.25,12447932,8591651
3/17/2017,105.61,8778885,8219514
3/16/2017,105.63,12445226,8124692
3/15/2017,103.69,11695195,7968053
3/14/2017,104.25,7748369,8240336
3/13/2017,105.18,16118945,8269754
3/10/2017,103.39,4120725,7745708
3/9/2017,103.24,4523635,7968595
3/8/2017,103.22,7066707,8492648
3/7/2017,102.63,4985200,8704248
3/6/2017,102.31,6290674,9020500
3/3/2017,103.31,6320936,9113143
3/2/2017,103.19,7983012,9254135
