Date,Last Price,Volume,SMAVG (15)
5/25/2017,151.96,19891352,16288147
5/24/2017,150.04,17940668,17377088
5/23/2017,148.07,12817837,18166542
5/22/2017,148.24,12586712,18770044
5/19/2017,148.06,16187892,19612150
5/18/2017,147.66,23031566,20576442
5/17/2017,144.85,28300050,19792678
5/16/2017,149.78,14550830,18732338
5/15/2017,150.19,15064664,18946784
5/12/2017,150.33,9598229,18902952
5/11/2017,150.04,11841864,19088536
5/10/2017,150.29,12080650,19363624
5/9/2017,150.48,17453860,19595844
5/8/2017,151.06,15827488,19419418
5/5/2017,150.24,17148544,19132228
5/4/2017,150.85,36225452,18720034
5/3/2017,151.8,29782492,17079168
5/2/2017,152.78,21870380,16202873
5/1/2017,152.46,25218300,15347472
4/28/2017,150.25,30652248,14454142
4/27/2017,147.7,11275112,13417554
4/26/2017,146.56,12394959,13809750
4/25/2017,146.49,17767524,13846660
4/24/2017,145.47,14407175,13566422
4/21/2017,143.68,12382002,13371161
4/20/2017,143.8,15968164,13372628
4/19/2017,142.27,15563945,13409922
4/18/2017,140.96,14807472,13350954
4/17/2017,141.42,11519663,13217159
4/13/2017,139.39,10965614,13560161
4/12/2017,139.58,11612456,13697306
4/11/2017,139.92,16638087,14060172
4/10/2017,141.04,9039366,14943952
4/7/2017,140.78,11818341,15147959
4/6/2017,141.17,15103426,15732924
4/5/2017,141.85,17158060,15633559
4/4/2017,141.73,12948599,15779343
4/3/2017,142.28,13563960,15779038
3/31/2017,142.05,11478265,15605137
3/30/2017,142.41,12403997,15927527
3/29/2017,142.65,16527574,16136278
3/28/2017,141.76,14679436,15713407
3/27/2017,140.32,12800544,15636587
3/24/2017,140.34,16664683,15633096
3/23/2017,139.53,13022801,15266155
3/22/2017,139.59,17055448,15217621
3/21/2017,138.51,29894784,15164392
3/20/2017,139.94,12099471,14245546
3/17/2017,139.84,20592818,14392693
3/16/2017,139.99,13612942,13861554
3/15/2017,139.72,19344826,14182195
3/14/2017,139.32,12944018,14716546
